52.0,1,0
20.0,1,0
28.0,1,0
30.0,1,0
40.0,1,0
24.0,1,0
15.0,1,0
22.0,1,0
42.0,1,0
130.0,1,0
47.0,1,0
34.0,1,0
40.0,1,0
59.0,1,0
42.0,1,0
26.0,1,0
65.0,1,0
34.0,1,0
37.0,1,0
73.0,1,0
35.0,1,0
31.0,1,0
62.0,1,0
48.0,1,0
40.0,1,0
55.0,1,0
32.0,1,0
26.0,1,0
25.0,1,0
30.0,1,0
27.0,1,0
72.0,1,0
51.0,1,0
67.0,1,0
50.0,1,0
55.0,1,0
38.0,1,0
27.0,1,0
34.0,1,0
35.0,1,0
35.0,1,0
31.0,1,0
52.0,1,0
34.0,1,0
53.0,1,0
69.0,1,0
24.0,1,0
21.0,1,0
51.0,1,0
24.0,1,0
22.0,1,0
32.0,1,0
24.0,1,0
20.0,1,0
34.0,1,0
25.0,1,0
26.0,1,0
56.0,1,0
51.0,1,0
18.0,1,0
28.0,1,0
41.0,1,0
40.0,1,0
21.0,1,0
95.0,1,0
40.0,1,0
48.0,1,0
39.0,1,0
30.0,1,0
38.0,1,0
27.0,1,0
74.0,1,0
34.0,1,0
28.0,1,0
37.0,1,0
97.5,1,0
37.0,1,0
30.0,1,0
37.0,1,0
24.0,1,0
41.0,1,0
30.0,1,0
167.0,0,1
104.0,0,1
30.0,0,1
65.0,0,1
440.0,0,1
58.0,0,1
129.0,0,1
265.0,0,1
285.0,0,1
124.0,0,1
53.0,0,1
657.0,0,1
168.0,0,1
286.0,0,1
73.0,0,1
19.0,0,1
113.0,0,1
57.0,0,1
78.0,0,1
69.0,0,1
48.0,0,1
109.0,0,1
925.0,0,1
59.0,0,1
363.0,0,1
37.0,0,1
101.0,0,1
99.0,0,1
560.0,0,1
85.0,0,1
197.0,0,1
154.0,0,1
80.0,0,1
28.0,0,1
57.0,0,1
326.0,0,1
100.0,0,1
115.0,0,1
