7.0833,13.0
0.3333,9.5
22.25,3545.7
2.3333,0.0
0.4167,8.5
2.0,1.4
9.0,0.0
24.9167,60.8
11.6667,1290.3
22.0833,820.0
0.5833,14.8
46.9167,197.5
0.0,3.0
9.4167,182.1
0.0,0.0
0.0,0.0
0.0,0.3
8.1667,302.6
6.5833,986.9
13.3333,1472.4
12.6667,313.2
0.0,0.0
0.0833,0.0
0.0,0.2
0.2222,0.0
4.8333,93.8
3.9167,0.0
0.0833,0.0
0.3333,0.0
0.8333,0.0
1.0,0.0
2.0,9.5
0.4167,3.4
6.75,17.4
11.1667,127.6
1.9167,4.3
0.3846,42.5
3.9167,25.0
0.0,4.0
0.0,0.4
84.0,2095.6001
38.5833,4430.5
19.6667,202.4
0.0,0.4
144.5,5908.7998
38.8462,2196.8
1.5833,20.0
0.0,0.0
34.1667,690.5
118.1538,3561.8
0.5,3.2
