1.0,13.0,85.0
2.0,11.0,86.0
3.0,11.0,90.0
4.0,9.0,88.0
5.0,8.0,89.0
6.0,7.0,83.0
7.0,6.0,83.0
8.0,6.0,91.0
9.0,5.0,88.0
10.0,5.0,90.0
11.0,4.0,87.0
12.0,3.0,83.0
13.0,3.0,87.0
14.0,3.0,89.0
15.0,3.0,92.0
16.0,3.0,93.0
17.0,2.0,2.0
18.0,2.0,87.0
19.0,2.0,93.0
20.0,1.0,7.0
21.0,1.0,16.0
22.0,1.0,19.0
23.0,1.0,29.0
24.0,1.0,34.0
25.0,1.0,46.0
26.0,1.0,80.0
27.0,1.0,86.0
28.0,1.0,88.0
29.0,1.0,92.0
30.0,0.0,0.0
31.0,0.0,1.0
32.0,0.0,3.0
33.0,0.0,5.0
34.0,0.0,8.0
35.0,0.0,9.0
36.0,0.0,11.0
37.0,0.0,14.0
38.0,0.0,17.0
39.0,0.0,24.0
40.0,0.0,44.0
41.0,0.0,52.0
42.0,0.0,77.0
43.0,0.0,78.0
44.0,0.0,80.0
45.0,0.0,86.0
46.0,0.0,89.0
47.0,0.0,91.0
