35.0,5.0,11.0,6.0,0.0,1,1,0,1,1
35.0,5.0,14.0,6.0,0.0,1,1,0,1,1
35.0,5.0,15.0,6.0,0.0,1,1,0,1,1
35.0,5.0,17.0,6.0,0.0,1,1,0,1,1
35.0,5.0,19.0,6.0,0.0,1,1,0,1,1
35.0,5.0,20.0,6.0,0.0,1,1,0,1,1
35.0,5.0,22.0,6.0,0.0,1,1,0,1,1
35.0,10.0,7.0,6.0,0.0,1,1,0,1,1
35.0,10.0,8.0,6.0,0.0,1,1,0,1,1
35.0,10.0,11.0,6.0,0.0,1,1,0,1,1
35.0,10.0,12.0,6.0,0.0,1,1,0,1,1
35.0,10.0,14.0,6.0,0.0,1,1,0,1,1
35.0,10.0,15.0,6.0,0.0,1,1,0,1,1
35.0,10.0,17.0,6.0,0.0,1,1,0,1,1
35.0,10.0,18.0,6.0,0.0,1,1,0,1,1
35.0,10.0,19.0,6.0,0.0,1,1,0,1,1
35.0,10.0,20.0,6.0,0.0,1,1,0,1,1
35.0,10.0,21.0,6.0,0.0,1,1,0,1,1
35.0,10.0,27.0,6.0,0.0,1,1,0,1,1
35.0,15.0,13.0,6.0,0.0,1,1,0,1,1
35.0,15.0,15.0,6.0,0.0,1,1,0,1,1
35.0,15.0,16.0,6.0,0.0,1,1,0,1,1
35.0,15.0,17.0,6.0,0.0,1,1,0,1,1
35.0,15.0,18.0,6.0,0.0,1,1,0,1,1
35.0,15.0,19.0,6.0,0.0,1,1,0,1,1
35.0,15.0,20.0,6.0,0.0,1,1,0,1,1
35.0,15.0,21.0,6.0,0.0,1,1,0,1,1
35.0,15.0,25.0,6.0,0.0,1,1,0,1,1
35.0,20.0,10.0,6.0,0.0,1,1,0,1,1
35.0,20.0,11.0,6.0,0.0,1,1,0,1,1
35.0,20.0,12.0,6.0,0.0,1,1,0,1,1
35.0,20.0,13.0,6.0,0.0,1,1,0,1,1
35.0,20.0,14.0,6.0,0.0,1,1,0,1,1
35.0,20.0,15.0,6.0,0.0,1,1,0,1,1
35.0,20.0,16.0,6.0,0.0,1,1,0,1,1
35.0,20.0,17.0,6.0,0.0,1,1,0,1,1
35.0,20.0,18.0,6.0,0.0,1,1,0,1,1
35.0,20.0,19.0,6.0,0.0,1,1,0,1,1
35.0,20.0,20.0,6.0,0.0,1,1,0,1,1
35.0,20.0,21.0,6.0,0.0,1,1,0,1,1
35.0,20.0,22.0,6.0,0.0,1,1,0,1,1
35.0,20.0,23.0,6.0,0.0,1,1,0,1,1
35.0,20.0,24.0,6.0,0.0,1,1,0,1,1
35.0,20.0,25.0,6.0,0.0,1,1,0,1,1
