23866.0,1,0,0,0,1,0,1,0,0,1
10220.0,1,0,0,0,1,0,1,1,0,0
9582.0,1,0,0,0,1,0,1,0,1,0
2335.0,0,0,1,0,1,0,1,0,0,1
1206.0,0,0,1,0,1,0,1,1,0,0
2433.0,0,0,1,0,1,0,1,0,1,0
4627.0,0,1,0,0,1,0,1,0,0,1
5533.0,0,1,0,0,1,0,1,1,0,0
6873.0,0,1,0,0,1,0,1,0,1,0
123721.0,1,0,0,1,0,0,1,0,0,1
88594.0,1,0,0,1,0,0,1,1,0,0
142743.0,1,0,0,1,0,0,1,0,1,0
5542.0,0,0,1,1,0,0,1,0,0,1
33214.0,0,0,1,1,0,0,1,1,0,0
7791.0,0,0,1,1,0,0,1,0,1,0
127876.0,0,1,0,1,0,0,1,0,0,1
92892.0,0,1,0,1,0,0,1,1,0,0
7027.0,0,1,0,1,0,0,1,0,1,0
18722.0,1,0,0,0,1,1,0,0,0,1
24372.0,1,0,0,0,1,1,0,1,0,0
15983.0,1,0,0,0,1,1,0,0,1,0
4698.0,0,0,1,0,1,1,0,0,0,1
4191.0,0,0,1,0,1,1,0,1,0,0
7028.0,0,0,1,0,1,1,0,0,1,0
8871.0,0,1,0,0,1,1,0,0,0,1
16864.0,0,1,0,0,1,1,0,1,0,0
23455.0,0,1,0,0,1,1,0,0,1,0
303377.0,1,0,0,1,0,1,0,0,0,1
144556.0,1,0,0,1,0,1,0,1,0,0
177892.0,1,0,0,1,0,1,0,0,1,0
17594.0,0,0,1,1,0,1,0,0,0,1
51134.0,0,0,1,1,0,1,0,1,0,0
6554.0,0,0,1,1,0,1,0,0,1,0
33875.0,0,1,0,1,0,1,0,0,0,1
238691.0,0,1,0,1,0,1,0,1,0,0
25069.0,0,1,0,1,0,1,0,0,1,0
