66.0,0,0,1
66.0,0,0,1
66.0,0,0,1
66.0,0,0,1
66.0,0,0,1
66.0,0,0,1
70.0,0,0,1
70.0,0,0,1
70.0,0,0,1
70.0,0,0,1
70.0,0,0,1
70.0,0,0,1
69.0,0,0,1
69.0,0,0,1
69.0,0,0,1
69.0,0,0,1
69.0,0,0,1
69.0,0,0,1
68.0,0,0,1
68.0,0,0,1
68.0,0,0,1
68.0,0,0,1
68.0,0,0,1
68.0,0,0,1
67.0,0,0,1
67.0,0,0,1
67.0,0,0,1
67.0,0,0,1
67.0,0,0,1
67.0,0,0,1
72.0,0,0,1
72.0,0,0,1
72.0,0,0,1
72.0,0,0,1
72.0,0,0,1
72.0,0,0,1
73.0,1,0,0
73.0,1,0,0
73.0,1,0,0
73.0,1,0,0
73.0,1,0,0
73.0,1,0,0
70.0,1,0,0
70.0,1,0,0
70.0,1,0,0
70.0,1,0,0
70.0,1,0,0
70.0,1,0,0
57.0,0,1,0
57.0,0,1,0
57.0,0,1,0
57.0,0,1,0
57.0,0,1,0
57.0,0,1,0
63.0,0,1,0
63.0,0,1,0
63.0,0,1,0
63.0,0,1,0
63.0,0,1,0
63.0,0,1,0
70.0,0,1,0
70.0,0,1,0
70.0,0,1,0
70.0,0,1,0
70.0,0,1,0
70.0,0,1,0
78.0,0,1,0
78.0,0,1,0
78.0,0,1,0
78.0,0,1,0
78.0,0,1,0
78.0,0,1,0
67.0,0,1,0
67.0,0,1,0
67.0,0,1,0
67.0,0,1,0
67.0,0,1,0
67.0,0,1,0
53.0,0,1,0
53.0,0,1,0
53.0,0,1,0
53.0,0,1,0
53.0,0,1,0
53.0,0,1,0
67.0,0,1,0
67.0,0,1,0
67.0,0,1,0
67.0,0,1,0
67.0,0,1,0
67.0,0,1,0
75.0,0,1,0
75.0,0,1,0
75.0,0,1,0
75.0,0,1,0
75.0,0,1,0
75.0,0,1,0
70.0,0,1,0
70.0,0,1,0
70.0,0,1,0
70.0,0,1,0
70.0,0,1,0
70.0,0,1,0
81.0,0,1,0
81.0,0,1,0
81.0,0,1,0
81.0,0,1,0
81.0,0,1,0
81.0,0,1,0
76.0,0,1,0
76.0,0,1,0
76.0,0,1,0
76.0,0,1,0
76.0,0,1,0
76.0,0,1,0
79.0,0,1,0
79.0,0,1,0
79.0,0,1,0
79.0,0,1,0
79.0,0,1,0
79.0,0,1,0
75.0,0,1,0
75.0,0,1,0
75.0,0,1,0
75.0,0,1,0
75.0,0,1,0
75.0,0,1,0
76.0,0,1,0
76.0,0,1,0
76.0,0,1,0
76.0,0,1,0
76.0,0,1,0
76.0,0,1,0
58.0,0,1,0
58.0,0,1,0
58.0,0,1,0
58.0,0,1,0
58.0,0,1,0
58.0,0,1,0
