6.9,38.4,6.1,220.0
14.4,40.3,4.8,231.0
7.4,40.0,6.1,217.0
8.5,31.8,0.2,316.0
8.0,40.8,3.5,210.0
2.8,41.3,1.8,267.0
5.0,38.1,1.2,274.0
12.2,50.8,8.6,190.0
10.0,32.2,5.2,236.0
15.2,38.4,6.1,220.0
26.8,40.3,4.8,231.0
14.0,32.2,2.4,284.0
14.7,31.8,0.2,316.0
6.4,41.3,1.8,267.0
17.6,38.1,1.2,274.0
22.3,50.8,8.6,190.0
24.8,32.2,5.2,236.0
26.0,38.4,6.1,220.0
34.9,40.3,4.8,231.0
18.2,40.0,6.1,217.0
23.2,32.2,2.4,284.0
18.0,31.8,0.2,316.0
13.1,40.8,3.5,210.0
16.1,41.3,1.8,267.0
32.1,38.1,1.2,274.0
34.7,50.8,8.6,190.0
31.7,32.2,5.2,236.0
33.6,38.4,6.1,220.0
30.4,40.0,6.1,217.0
26.6,40.8,3.5,210.0
27.8,41.3,1.8,267.0
45.7,50.8,8.6,190.0
