6.0,29.5,57.5,42.5,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
5.0,43.5,57.5,37.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
5.0,29.5,42.5,22.5,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
6.0,36.5,57.5,37.5,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0
6.0,36.5,,47.5,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
5.0,43.5,112.5,32.5,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
3.0,29.5,42.5,5.0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
6.0,22.5,30.0,5.0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
6.0,29.5,112.5,47.5,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
4.0,29.5,30.0,12.5,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
6.0,22.5,,32.5,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0
7.0,16.5,112.5,32.5,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
3.0,43.5,87.5,12.5,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
6.0,16.5,112.5,42.5,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
6.0,22.5,42.5,32.5,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0
6.0,36.5,42.5,27.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
5.0,36.5,57.5,27.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
5.0,16.5,,27.5,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
4.0,43.5,42.5,37.5,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
3.0,22.5,20.0,12.5,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
4.0,16.5,,12.5,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
4.0,22.5,30.0,12.5,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
3.0,36.5,,17.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
5.0,22.5,20.0,47.5,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
6.0,36.5,87.5,22.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
6.0,29.5,42.5,32.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
4.0,36.5,42.5,12.5,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
6.0,16.5,57.5,57.5,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
7.0,29.5,30.0,32.5,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
5.0,22.5,,27.5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
6.0,29.5,,5.0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
5.0,36.5,,22.5,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
6.0,53.5,57.5,27.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
4.0,29.5,42.5,27.5,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
7.0,16.5,,42.5,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
6.0,36.5,30.0,47.5,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
5.0,29.5,57.5,5.0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
3.0,22.5,42.5,5.0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
5.0,29.5,30.0,22.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
5.0,29.5,42.5,32.5,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0
7.0,43.5,42.5,32.5,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
4.0,48.5,57.5,5.0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
6.0,29.5,42.5,17.5,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
3.0,22.5,,5.0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
2.0,29.5,112.5,5.0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1
6.0,16.5,20.0,5.0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
5.0,16.5,20.0,27.5,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1
4.0,22.5,57.5,22.5,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0
5.0,22.5,57.5,12.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
6.0,48.5,,27.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
3.0,29.5,,5.0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
2.0,22.5,87.5,5.0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
5.0,29.5,57.5,22.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1
4.0,36.5,87.5,17.7,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
7.0,22.5,,47.5,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
4.0,29.5,,27.5,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
4.0,29.5,42.5,12.5,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
5.0,43.5,87.5,12.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
7.0,29.5,57.5,47.5,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
5.0,48.5,42.5,37.5,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
