6350.0,1.0,40.55,71.55,0.0,0.0
6350.0,2.0,40.46667,71.51667,0.0,0.0
6350.0,3.0,40.51667,71.71667,0.0,0.0
6350.0,4.0,40.38333,71.85,1.0,0.0
6350.0,5.0,40.31667,71.78333,0.0,0.0
6350.0,6.0,40.26667,71.88333,0.0,0.0
6310.0,7.0,40.13333,72.08333,2.0,1.0
6310.0,8.0,40.06667,72.16667,0.0,0.0
6310.0,9.0,40.1,72.31667,7.0,3.0
6310.0,10.0,40.01667,72.4,13.0,6.0
6310.0,11.0,39.9,72.56667,530.0,286.0
6310.0,12.0,39.81667,72.48333,2750.0,2278.0
6310.0,13.0,39.85,72.58333,2060.0,1496.0
6310.0,14.0,39.81667,72.68333,1016.0,382.0
6310.0,15.0,39.76667,72.73333,1206.0,808.0
6310.0,16.0,39.68333,72.61667,30.0,25.0
6280.0,17.0,39.58333,72.65,110.0,59.0
6280.0,18.0,39.5,72.53333,0.0,0.0
6280.0,19.0,39.43333,72.63333,0.0,0.0
6280.0,20.0,39.46667,72.66667,722.0,271.0
6280.0,21.0,39.43333,72.73333,41.0,12.0
6280.0,22.0,39.4,72.8,39.0,10.0
6280.0,23.0,39.31667,72.73333,0.0,0.0
6280.0,24.0,39.33333,72.85,94.0,10.0
6280.0,25.0,39.26667,72.81667,7.0,0.0
6280.0,26.0,39.21667,72.78333,0.0,0.0
6240.0,27.0,38.96667,72.98333,0.0,0.0
6240.0,28.0,38.86667,73.18333,33.0,6.0
6240.0,30.0,38.76667,73.18333,0.0,0.0
6240.0,31.0,38.65,73.25,0.0,0.0
6240.0,32.0,38.6,73.38333,1.0,0.0
6230.0,101.0,38.68333,73.61667,344.0,79.0
6230.0,102.0,38.65,73.53333,942.0,326.0
6230.0,103.0,38.73333,73.51667,758.0,150.0
6220.0,104.0,38.76667,73.6,83.0,14.0
6220.0,105.0,38.81667,73.7,60.0,32.0
6220.0,106.0,38.93333,73.51667,27.0,13.0
6230.0,107.0,38.88333,73.43333,119.0,15.0
6230.0,108.0,38.85,73.35,482.0,165.0
6230.0,109.0,38.93333,73.28333,151.0,65.0
6220.0,110.0,39.01667,73.48333,20.0,4.0
6220.0,111.0,39.15,73.55,16.0,8.0
6220.0,112.0,39.13333,73.45,26.0,6.0
6220.0,113.0,39.23333,73.31667,18.0,6.0
6220.0,114.0,39.3,73.31667,30.0,3.0
6230.0,115.0,39.33333,73.21667,55.0,7.0
6230.0,116.0,39.21667,73.13333,86.0,18.0
6230.0,117.0,39.13333,73.15,1336.0,880.0
6230.0,118.0,39.1,73.18333,239.0,58.0
6230.0,119.0,39.01667,73.15,459.0,110.0
6230.0,120.0,39.06667,73.08333,229.0,62.0
6230.0,121.0,39.18333,73.1,105.0,62.0
6230.0,122.0,39.28333,72.98333,557.0,251.0
6230.0,123.0,39.31667,72.93333,5056.0,2896.0
6270.0,124.0,39.38333,72.91667,2500.0,1740.0
6230.0,126.0,39.38333,73.11667,264.0,74.0
6260.0,128.0,39.51667,73.11667,10.0,2.0
6250.0,129.0,39.51667,73.15,8.0,6.0
6260.0,130.0,39.65,73.06667,28.0,1.0
6270.0,131.0,39.65,72.98333,46.0,13.0
6270.0,132.0,39.55,72.96667,370.0,173.0
6270.0,133.0,39.6,72.88333,316.0,66.0
6270.0,134.0,39.51667,72.88333,970.0,482.0
6270.0,135.0,39.48333,72.85,476.0,224.0
6270.0,136.0,39.5,72.73333,7084.0,4487.0
6270.0,137.0,39.55,72.8,3246.0,2316.0
6270.0,138.0,39.63333,72.76667,322.0,216.0
6270.0,139.0,39.71667,72.85,0.0,0.0
6270.0,140.0,39.8,72.95,0.0,0.0
6270.0,141.0,39.71667,73.0,16.0,4.0
6260.0,142.0,39.71667,73.05,17.0,5.0
6260.0,143.0,39.76667,73.11667,15.0,5.0
6270.0,144.0,39.81667,73.06667,17.0,1.0
6260.0,146.0,39.88333,73.25,41.0,15.0
6260.0,148.0,39.93333,73.28333,4.0,0.0
6260.0,149.0,39.9,73.35,139.0,29.0
6270.0,150.0,39.98333,73.35,0.0,0.0
6260.0,151.0,40.01667,73.28333,5.0,2.0
6260.0,152.0,40.03333,73.36667,3.0,1.0
6260.0,153.0,40.0,73.45,21.0,6.0
6270.0,154.0,40.05,73.48333,0.0,0.0
6260.0,155.0,40.11667,73.56667,14.0,9.0
6250.0,156.0,40.15,73.55,4.0,1.0
6270.0,157.0,40.13333,73.61667,0.0,0.0
6260.0,158.0,40.16667,73.66667,1.0,0.0
6250.0,159.0,40.21667,73.55,0.0,0.0
6290.0,160.0,40.15,73.28333,9.0,0.0
6300.0,161.0,39.98333,73.05,13.0,1.0
6270.0,162.0,39.9,73.11667,3.0,0.0
6310.0,163.0,39.85,72.98333,3.0,0.0
6300.0,164.0,39.9,72.91667,114.0,33.0
6300.0,165.0,39.85,72.78333,471.0,202.0
6310.0,166.0,39.98333,72.58333,842.0,556.0
6300.0,167.0,39.98333,72.75,326.0,254.0
6300.0,168.0,39.98333,72.81667,52.0,23.0
6300.0,170.0,40.1,72.91667,22.0,3.0
6300.0,171.0,40.18333,72.85,21.0,10.0
6300.0,172.0,40.1,72.81667,26.0,4.0
6310.0,173.0,40.06667,72.51667,91.0,33.0
6310.0,174.0,40.15,72.55,70.0,44.0
6310.0,175.0,40.18333,72.45,35.0,1.0
6310.0,176.0,40.21667,72.51667,42.0,12.0
6310.0,177.0,40.23333,72.68333,42.0,11.0
6300.0,178.0,40.31667,72.61667,20.0,2.0
6300.0,179.0,40.4,72.68333,17.0,8.0
6290.0,180.0,40.51667,72.68333,25.0,6.0
6290.0,181.0,40.55,72.48333,19.0,8.0
6290.0,182.0,40.45,72.53333,20.0,11.0
6300.0,183.0,40.46667,72.46667,41.0,29.0
6300.0,184.0,40.4,72.41667,46.0,23.0
6300.0,185.0,40.31667,72.43333,30.0,2.0
6310.0,186.0,40.31667,72.35,21.0,8.0
6310.0,187.0,40.23333,72.35,37.0,6.0
6310.0,188.0,40.18333,72.3,290.0,210.0
6310.0,189.0,40.23333,72.18333,207.0,72.0
6340.0,190.0,40.91667,71.76667,297.0,128.0
6340.0,191.0,40.86667,71.8,46.0,7.0
6330.0,192.0,40.86667,71.85,23.0,7.0
6330.0,193.0,40.9,71.95,1.0,0.0
6330.0,194.0,40.85,72.06667,9.0,0.0
6330.0,195.0,40.81667,72.18333,20.0,4.0
6330.0,196.0,40.81667,72.3,0.0,0.0
6330.0,197.0,40.81667,72.38333,0.0,0.0
6330.0,198.0,40.78333,72.35,33.0,31.0
6330.0,199.0,40.66667,72.38333,28.0,15.0
6290.0,200.0,40.58333,72.38333,159.0,126.0
6340.0,201.0,40.61667,72.31667,62.0,45.0
6340.0,202.0,40.56667,72.25,76.0,11.0
6340.0,204.0,40.56667,72.18333,106.0,20.0
6350.0,205.0,40.53333,72.18333,71.0,17.0
6300.0,206.0,40.5,72.31667,50.0,13.0
6310.0,207.0,40.43333,72.28333,68.0,14.0
6310.0,208.0,40.35,72.25,24.0,7.0
6310.0,209.0,40.31667,72.15,26.0,4.0
6350.0,210.0,40.36667,72.1,11.0,1.0
6350.0,211.0,40.45,71.96667,3.0,3.0
6350.0,212.0,40.56667,71.98333,26.0,5.0
6340.0,213.0,40.6,72.01667,34.0,7.0
6340.0,214.0,40.6,72.13333,75.0,32.0
6340.0,215.0,40.65,72.16667,143.0,87.0
6340.0,216.0,40.65,72.08333,62.0,25.0
6340.0,217.0,40.7,72.05,31.0,20.0
