1990.0,770.0
1980.0,677.0
1990.0,428.0
1989.0,410.0
1966.0,371.0
1976.0,504.0
1974.0,1136.0
1991.0,695.0
1982.0,551.0
1986.0,550.0
1931.0,568.0
1979.0,504.0
1988.0,560.0
1973.0,512.0
1981.0,448.0
1983.0,538.0
1968.0,410.0
1927.0,409.0
1969.0,504.0
1988.0,777.0
1987.0,496.0
1960.0,386.0
1984.0,530.0
1976.0,360.0
1920.0,355.0
1931.0,1250.0
1989.0,802.0
1907.0,741.0
1988.0,739.0
1990.0,650.0
1973.0,592.0
1983.0,577.0
1971.0,500.0
1969.0,469.0
1971.0,320.0
1988.0,441.0
1989.0,845.0
1973.0,435.0
1987.0,435.0
1931.0,375.0
1931.0,364.0
1924.0,340.0
1931.0,375.0
1991.0,450.0
1973.0,529.0
1976.0,412.0
1990.0,722.0
1983.0,574.0
1984.0,498.0
1986.0,493.0
1986.0,379.0
1992.0,579.0
1973.0,458.0
1988.0,454.0
1979.0,952.0
1972.0,784.0
1930.0,476.0
1978.0,453.0
1978.0,440.0
1977.0,428.0
