127.0,1,0,0,0,0,1,0,0,0,1,0
63.0,1,0,0,0,0,1,0,0,0,0,1
1095.0,1,0,0,0,0,0,1,0,0,1,0
1095.0,1,0,0,0,0,0,1,0,0,0,1
1512.0,1,0,0,0,0,0,0,1,0,1,0
3353.0,1,0,0,0,0,0,0,1,0,0,1
0.0,1,0,0,0,0,0,0,0,1,1,0
2244.0,1,0,0,0,0,0,0,0,1,0,1
44882.0,0,1,0,0,0,1,0,0,0,1,0
17176.0,0,1,0,0,0,1,0,0,0,0,1
28609.0,0,1,0,0,0,0,1,0,0,1,0
20370.0,0,1,0,0,0,0,1,0,0,0,1
7064.0,0,1,0,0,0,0,0,1,0,1,0
13099.0,0,1,0,0,0,0,0,1,0,0,1
0.0,0,1,0,0,0,0,0,0,1,1,0
7117.0,0,1,0,0,0,0,0,0,1,0,1
1179.0,0,0,1,0,0,1,0,0,0,1,0
552.0,0,0,1,0,0,1,0,0,0,0,1
781.0,0,0,1,0,0,0,1,0,0,1,0
676.0,0,0,1,0,0,0,1,0,0,0,1
783.0,0,0,1,0,0,0,0,1,0,1,0
1948.0,0,0,1,0,0,0,0,1,0,0,1
0.0,0,0,1,0,0,0,0,0,1,1,0
274.0,0,0,1,0,0,0,0,0,1,0,1
251.0,0,0,0,1,0,1,0,0,0,1,0
105.0,0,0,0,1,0,1,0,0,0,0,1
288.0,0,0,0,1,0,0,1,0,0,1,0
192.0,0,0,0,1,0,0,1,0,0,0,1
349.0,0,0,0,1,0,0,0,1,0,1,0
1208.0,0,0,0,1,0,0,0,1,0,0,1
0.0,0,0,0,1,0,0,0,0,1,1,0
2051.0,0,0,0,1,0,0,0,0,1,0,1
45.0,0,0,0,0,1,1,0,0,0,1,0
0.0,0,0,0,0,1,1,0,0,0,0,1
789.0,0,0,0,0,1,0,1,0,0,1,0
437.0,0,0,0,0,1,0,1,0,0,0,1
1157.0,0,0,0,0,1,0,0,1,0,1,0
2161.0,0,0,0,0,1,0,0,1,0,0,1
0.0,0,0,0,0,1,0,0,0,1,1,0
542.0,0,0,0,0,1,0,0,0,1,0,1
