1.0,201.0,301.0
1.0,230.0,296.0
1.0,324.0,543.0
1.0,512.0,778.0
1.0,399.0,644.0
1.0,891.0,1147.0
1.0,449.0,585.0
1.0,595.0,807.0
1.0,632.0,804.0
1.0,527.0,749.0
2.0,185.0,236.0
2.0,216.0,256.0
2.0,317.0,397.0
2.0,448.0,639.0
2.0,361.0,483.0
2.0,783.0,998.0
2.0,409.0,525.0
2.0,566.0,843.0
2.0,629.0,841.0
2.0,527.0,823.0
3.0,209.0,226.0
3.0,219.0,212.0
3.0,357.0,358.0
3.0,496.0,545.0
3.0,344.0,415.0
3.0,841.0,833.0
3.0,418.0,451.0
3.0,622.0,719.0
3.0,636.0,735.0
3.0,530.0,731.0
4.0,219.0,330.0
4.0,222.0,301.0
4.0,348.0,521.0
4.0,487.0,742.0
4.0,372.0,534.0
4.0,773.0,1051.0
4.0,382.0,570.0
4.0,505.0,737.0
4.0,534.0,791.0
4.0,434.0,614.0
5.0,225.0,307.0
5.0,239.0,297.0
5.0,347.0,463.0
5.0,512.0,711.0
5.0,405.0,577.0
5.0,786.0,1066.0
5.0,415.0,610.0
5.0,549.0,779.0
5.0,559.0,741.0
5.0,433.0,706.0
6.0,219.0,342.0
6.0,216.0,287.0
6.0,356.0,557.0
6.0,508.0,768.0
6.0,377.0,529.0
6.0,780.0,969.0
6.0,407.0,526.0
6.0,595.0,772.0
6.0,626.0,826.0
6.0,518.0,722.0
