41081.0,1456164.0,0.5,239.0,5.9,1,0,1,0,0,1,0
44286.0,1602171.0,0.5,225.0,4.0,1,0,1,0,0,1,0
102926.0,1601936.0,0.5,224.0,-4.9,1,0,1,0,0,1,0
25927.0,1776411.0,0.5,184.0,9.8,1,0,1,0,0,1,0
42643.0,1351184.0,0.5,250.0,6.0,1,0,1,0,0,1,0
31342.0,1790863.0,0.5,196.0,7.7,0,1,1,0,0,1,0
22815.0,1633386.0,0.5,200.0,0.5,0,1,1,0,0,1,0
16629.0,1618757.0,0.5,273.0,4.0,0,1,1,0,0,1,0
22315.0,1567602.0,0.5,216.0,2.8,0,1,1,0,0,1,0
77961.0,1060057.0,3.0,267.0,2.6,1,0,1,0,0,1,0
73178.0,715581.0,3.0,263.0,1.1,1,0,1,0,0,1,0
76167.0,620145.0,3.0,228.0,0.0,1,0,1,0,0,1,0
123730.0,1068423.0,3.0,261.0,3.4,1,0,0,0,1,1,0
25569.0,721436.0,3.0,253.0,5.9,0,1,0,0,1,1,0
33803.0,1019352.0,3.0,234.0,0.1,0,1,1,0,0,1,0
24512.0,667785.0,3.0,238.0,0.8,0,1,1,0,0,1,0
50545.0,961097.0,3.0,230.0,7.0,0,1,0,0,1,1,0
50690.0,1220677.0,3.0,207.0,1.5,0,1,1,0,0,1,0
84616.0,48815.0,24.0,254.0,3.9,1,0,1,0,0,1,0
55153.0,16885.0,24.0,256.0,-4.7,1,0,1,0,0,0,1
48829.0,22395.0,24.0,247.0,-2.8,1,0,1,0,0,0,1
89454.0,83504.0,24.0,198.0,4.2,1,0,0,1,0,1,0
37928.0,20323.0,24.0,237.0,2.5,0,1,1,0,0,1,0
12816.0,15985.0,24.0,293.0,3.1,0,1,1,0,0,0,1
23734.0,25895.0,24.0,288.0,9.7,0,1,1,0,0,0,1
31097.0,33224.0,24.0,236.0,5.9,0,1,0,1,0,1,0
35395.0,4142.0,72.0,251.0,4.1,1,0,0,1,0,1,0
18270.0,2364.0,72.0,223.0,4.0,1,0,1,0,0,1,0
5625.0,1979.0,72.0,298.0,12.8,1,0,1,0,0,0,1
7497.0,1659.0,72.0,260.0,7.3,1,0,1,0,0,0,1
6250.0,928.0,72.0,272.0,11.0,0,1,1,0,0,0,1
11519.0,2423.0,72.0,226.0,2.2,0,1,0,1,0,1,0
3184.0,1608.0,72.0,249.0,-4.4,0,1,1,0,0,0,1
1334.0,3242.0,72.0,240.0,6.7,0,1,1,0,0,1,0
