-20.0,1.0,13.14
-20.0,2.0,15.9
-20.0,3.0,13.39
-20.0,4.0,15.51
-20.0,5.0,15.53
-20.0,6.0,15.26
-20.0,7.0,15.06
-20.0,8.0,15.21
-20.0,9.0,16.9
-20.0,10.0,15.45
0.0,1.0,12.46
0.0,2.0,14.11
0.0,3.0,12.32
0.0,4.0,13.68
0.0,5.0,13.16
0.0,6.0,13.64
0.0,7.0,13.25
0.0,8.0,13.54
0.0,9.0,15.23
0.0,10.0,14.06
20.0,1.0,9.43
20.0,2.0,11.3
20.0,3.0,9.65
20.0,4.0,10.33
20.0,5.0,10.29
20.0,6.0,10.35
20.0,7.0,10.56
20.0,8.0,10.46
20.0,9.0,11.94
20.0,10.0,10.74
40.0,1.0,7.63
40.0,2.0,9.56
40.0,3.0,7.9
40.0,4.0,8.27
40.0,5.0,8.67
40.0,6.0,8.67
40.0,7.0,8.1
40.0,8.0,8.3
40.0,9.0,9.34
40.0,10.0,7.75
60.0,1.0,6.34
60.0,2.0,7.27
60.0,3.0,6.41
60.0,4.0,7.06
60.0,5.0,6.68
60.0,6.0,6.62
60.0,7.0,6.15
60.0,8.0,6.09
60.0,9.0,6.26
60.0,10.0,6.29
