152.0,0,0,0,1
156.0,0,0,0,1
147.0,0,0,0,1
145.0,0,0,0,1
129.0,0,0,0,1
131.0,0,0,0,1
137.0,0,0,0,1
138.0,0,0,0,1
139.0,0,0,0,1
141.0,0,0,0,1
142.0,0,0,0,1
128.0,0,0,0,1
142.0,0,0,0,1
155.0,0,0,0,1
150.0,0,0,0,1
146.0,0,0,0,1
150.0,0,0,0,1
146.0,0,0,0,1
151.0,0,0,0,1
145.0,0,0,0,1
146.0,0,0,0,1
146.0,0,0,0,1
139.0,0,0,0,1
135.0,0,0,0,1
141.0,0,0,0,1
145.0,0,0,0,1
149.0,0,0,0,1
140.0,0,0,0,1
146.0,0,0,0,1
147.0,0,0,0,1
144.0,0,0,0,1
140.0,0,0,0,1
135.0,0,0,0,1
118.0,0,0,0,1
120.0,0,0,0,1
135.0,0,0,0,1
146.0,0,0,0,1
139.0,0,0,0,1
138.0,0,0,0,1
129.0,0,0,0,1
130.0,0,0,0,1
128.0,0,0,0,1
125.0,0,0,0,1
127.0,0,0,0,1
131.0,0,0,0,1
132.0,0,0,0,1
145.0,0,0,0,1
153.0,0,0,0,1
154.0,0,0,0,1
145.0,0,0,0,1
146.0,0,0,0,1
140.0,0,0,0,1
134.0,0,0,0,1
128.0,0,0,0,1
127.0,0,0,0,1
140.0,0,0,0,1
143.0,0,0,0,1
138.0,0,0,0,1
124.0,0,0,0,1
123.0,0,0,0,1
131.0,0,0,0,1
151.0,0,0,0,1
136.0,0,0,0,1
126.0,0,1,0,0
127.0,0,1,0,0
129.0,0,1,0,0
124.0,0,1,0,0
128.0,0,1,0,0
130.0,0,1,0,0
121.0,0,1,0,0
141.0,0,1,0,0
128.0,0,1,0,0
130.0,0,1,0,0
124.0,0,1,0,0
128.0,1,0,0,0
122.0,1,0,0,0
130.0,1,0,0,0
130.0,1,0,0,0
135.0,1,0,0,0
125.0,1,0,0,0
123.0,1,0,0,0
127.0,1,0,0,0
125.0,1,0,0,0
125.0,1,0,0,0
129.0,1,0,0,0
128.0,1,0,0,0
130.0,1,0,0,0
128.0,1,0,0,0
130.0,1,0,0,0
129.0,1,0,0,0
129.0,1,0,0,0
129.0,1,0,0,0
130.0,1,0,0,0
131.0,1,0,0,0
131.0,1,0,0,0
130.0,1,0,0,0
131.0,1,0,0,0
131.0,1,0,0,0
132.0,1,0,0,0
129.0,1,0,0,0
131.0,1,0,0,0
131.0,1,0,0,0
128.0,1,0,0,0
127.0,1,0,0,0
128.0,1,0,0,0
129.0,1,0,0,0
131.0,1,0,0,0
131.0,1,0,0,0
131.0,1,0,0,0
131.0,1,0,0,0
129.0,1,0,0,0
125.0,1,0,0,0
124.0,1,0,0,0
130.0,1,0,0,0
125.0,1,0,0,0
126.0,1,0,0,0
127.0,1,0,0,0
124.0,1,0,0,0
122.0,1,0,0,0
128.0,1,0,0,0
128.0,1,0,0,0
126.0,1,0,0,0
130.0,1,0,0,0
114.0,1,0,0,0
123.0,1,0,0,0
116.0,0,0,1,0
127.0,0,0,1,0
123.0,0,0,1,0
131.0,0,0,1,0
125.0,0,0,1,0
123.0,0,0,1,0
125.0,0,0,1,0
123.0,0,0,1,0
114.0,0,0,1,0
120.0,0,0,1,0
130.0,0,0,1,0
126.0,0,0,1,0
112.0,0,0,1,0
114.0,0,0,1,0
125.0,0,0,1,0
128.0,0,0,1,0
115.0,0,0,1,0
121.0,0,0,1,0
124.0,0,0,1,0
128.0,0,0,1,0
118.0,0,0,1,0
119.0,0,0,1,0
121.0,0,0,1,0
130.0,0,0,1,0
115.0,0,0,1,0
124.0,0,0,1,0
129.0,0,0,1,0
125.0,0,0,1,0
120.0,0,0,1,0
118.0,0,0,1,0
121.0,0,0,1,0
120.0,0,0,1,0
119.0,0,0,1,0
127.0,0,0,1,0
120.0,0,0,1,0
124.0,0,0,1,0
121.0,0,0,1,0
120.0,0,0,1,0
122.0,0,0,1,0
118.0,0,0,1,0
112.0,0,0,1,0
115.0,0,0,1,0
120.0,0,0,1,0
123.0,0,0,1,0
125.0,0,0,1,0
113.0,0,1,0,0
124.0,0,1,0,0
133.0,0,1,0,0
117.0,0,1,0,0
121.0,0,1,0,0
121.0,0,1,0,0
117.0,0,1,0,0
124.0,0,1,0,0
133.0,0,1,0,0
129.0,0,1,0,0
120.0,0,1,0,0
129.0,0,1,0,0
114.0,0,1,0,0
119.0,0,1,0,0
123.0,0,1,0,0
131.0,0,1,0,0
114.0,0,1,0,0
124.0,1,0,0,0
123.0,1,0,0,0
128.0,1,0,0,0
117.0,1,0,0,0
118.0,1,0,0,0
118.0,1,0,0,0
120.0,1,0,0,0
119.0,1,0,0,0
120.0,1,0,0,0
124.0,1,0,0,0
126.0,1,0,0,0
124.0,1,0,0,0
122.0,1,0,0,0
122.0,1,0,0,0
118.0,1,0,0,0
123.0,1,0,0,0
122.0,1,0,0,0
124.0,1,0,0,0
124.0,1,0,0,0
125.0,1,0,0,0
124.0,1,0,0,0
122.0,1,0,0,0
122.0,1,0,0,0
124.0,1,0,0,0
124.0,1,0,0,0
121.0,1,0,0,0
123.0,1,0,0,0
123.0,1,0,0,0
124.0,1,0,0,0
121.0,1,0,0,0
124.0,1,0,0,0
124.0,1,0,0,0
123.0,1,0,0,0
120.0,1,0,0,0
123.0,1,0,0,0
121.0,1,0,0,0
124.0,1,0,0,0
122.0,1,0,0,0
123.0,1,0,0,0
124.0,1,0,0,0
122.0,1,0,0,0
122.0,1,0,0,0
119.0,1,0,0,0
123.0,1,0,0,0
120.0,1,0,0,0
121.0,1,0,0,0
120.0,1,0,0,0
122.0,1,0,0,0
119.0,1,0,0,0
119.0,1,0,0,0
116.0,1,0,0,0
119.0,1,0,0,0
117.0,1,0,0,0
120.0,1,0,0,0
110.0,1,0,0,0
112.0,1,0,0,0
112.0,1,0,0,0
117.0,1,0,0,0
113.0,1,0,0,0
114.0,1,0,0,0
121.0,1,0,0,0
123.0,1,0,0,0
111.0,0,0,1,0
117.0,0,0,1,0
129.0,0,0,1,0
119.0,0,0,1,0
110.0,0,0,1,0
117.0,0,0,1,0
114.0,0,0,1,0
113.0,0,0,1,0
117.0,0,0,1,0
115.0,0,0,0,1
140.0,0,0,0,1
130.0,0,0,0,1
122.0,0,0,0,1
123.0,0,0,0,1
106.0,0,0,0,1
118.0,0,0,0,1
126.0,0,0,0,1
117.0,0,0,0,1
117.0,0,0,0,1
119.0,0,0,0,1
132.0,0,0,0,1
142.0,0,0,0,1
115.0,0,0,0,1
128.0,0,0,0,1
112.0,0,0,0,1
112.0,0,0,0,1
118.0,0,0,0,1
138.0,0,0,0,1
109.0,0,0,0,1
118.0,0,0,0,1
119.0,0,0,0,1
113.0,0,0,0,1
124.0,0,0,0,1
128.0,0,0,0,1
122.0,0,0,0,1
123.0,0,0,0,1
114.0,0,0,0,1
113.0,0,0,0,1
133.0,0,0,0,1
116.0,0,0,0,1
119.0,0,0,0,1
111.0,0,0,1,0
113.0,0,0,1,0
121.0,0,0,1,0
121.0,0,0,1,0
124.0,0,0,1,0
112.0,0,0,1,0
122.0,0,0,1,0
118.0,0,0,1,0
127.0,0,0,1,0
115.0,0,0,1,0
119.0,0,0,1,0
123.0,0,0,1,0
111.0,0,0,1,0
116.0,0,0,1,0
124.0,0,0,1,0
123.0,0,0,1,0
123.0,0,0,1,0
116.0,0,0,1,0
124.0,0,0,1,0
132.0,0,0,1,0
116.0,0,0,1,0
126.0,1,0,0,0
114.0,1,0,0,0
120.0,1,0,0,0
125.0,1,0,0,0
121.0,1,0,0,0
119.0,1,0,0,0
124.0,1,0,0,0
126.0,1,0,0,0
127.0,1,0,0,0
117.0,1,0,0,0
122.0,1,0,0,0
119.0,1,0,0,0
120.0,1,0,0,0
128.0,1,0,0,0
125.0,1,0,0,0
130.0,1,0,0,0
130.0,1,0,0,0
124.0,1,0,0,0
118.0,1,0,0,0
122.0,1,0,0,0
116.0,1,0,0,0
122.0,1,0,0,0
119.0,1,0,0,0
120.0,1,0,0,0
128.0,1,0,0,0
125.0,1,0,0,0
128.0,1,0,0,0
126.0,1,0,0,0
120.0,1,0,0,0
120.0,1,0,0,0
118.0,1,0,0,0
113.0,1,0,0,0
119.0,1,0,0,0
118.0,1,0,0,0
123.0,1,0,0,0
123.0,1,0,0,0
122.0,1,0,0,0
123.0,1,0,0,0
122.0,1,0,0,0
122.0,1,0,0,0
