dataset,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,class_conc.mean,class_conc.sd,class_ent,eq_num_attr,joint_ent.mean,joint_ent.sd,mut_inf.mean,mut_inf.sd,ns_ratio
1,5.624947842749776e-05,6.042161598763432e-05,1.526439183722315,0.1849884826319308,0.0445860516561268,0.1133853816343856,0.9999977500599352,25.04968516421225,2.486516362186061,0.2708279448485647,0.0399205715961892,0.0866526706142586,37.23690700531016
2,0.1736161455180117,0.1204636203001367,3.0655042918917124,1.483123835552066,0.0417216905096453,0.0525070917868346,0.9999906975135884,5.249583361178158,3.875005453624473,1.4010125526967276,0.1904895357808284,0.0927797557168214,15.09277002710947
3,0.1068342111729811,0.2403725532631488,2.6002487467896698,1.76742215093323,0.0229504109762743,0.078430532586891,0.9832048570341376,10.686003923231096,3.4914449480065777,1.7162297272673797,0.0920086558172298,0.098312561041417,27.260914407389265
4,0.0459433120285777,0.1323083785279935,0.8310509543537012,0.2489431648555526,0.1016251951271547,0.2717879628620501,0.7219280948873623,8.108745469690033,1.4639482493983649,0.3173100861960917,0.0890307998426986,0.1958079902991098,8.33442085011051
5,0.0227271707644398,0.0302029616456518,0.9095814510679888,0.622375773102057,0.0367614874402714,0.0311042594740346,0.5530919600687172,19.0526539923696,1.4336437567751548,0.6297703663259767,0.0290296543615511,0.0177416003196002,30.332837785099503
6,0.0227271707644398,0.0302029616456518,0.9095814510679888,0.622375773102057,0.0430180317838996,0.0318255146912063,0.5702873371274225,16.610842884628873,1.4455365546604624,0.6325560145047534,0.0343322335349488,0.0179848651974787,25.4935122890292
7,0.0227271707410837,0.0302029616633881,0.9090209954395604,0.6205169520709176,0.0340340418460084,0.028529185248048,0.5357150195407703,19.737834902599417,1.4175944859228444,0.6275381335436724,0.0271415290574863,0.016933700420818,32.49188594033277
8,0.305850140676988,0.3628272849145599,1.1870614880338883,0.4543328977235199,0.2868302524190894,0.1549343999345206,0.9948631079048572,4.399974303686844,1.9558180236637124,0.566842424032005,0.2261065722750329,0.1128880860036883,4.250008772809854
9,0.0123324866886591,0.0089643405351442,2.893956600653236,0.3830779801999197,0.0218821544404432,0.0207038740260196,0.955846502312438,8.425085512389197,3.736350663710683,0.3859540294461703,0.1134524392549907,0.1155874226748271,24.508103833262727
10,0.0053908579544755,0.0119080450656049,0.2726169893766091,0.418639620329282,0.0323247817138703,0.0514638820921975,1.0,23.85583055273401,1.2306985159120416,0.3552986358857659,0.0419184734645675,0.0935982083707487,5.503504704364874
11,0.002174869480469,0.0034287051218458,0.3213796896636607,0.3948729768003754,0.0023864831550411,0.0114222243235414,0.5977108006800617,76.73352737268918,0.9113010556448974,0.3480618702055679,0.0077894346988249,0.0484625557752609,40.25840989618157
12,0.0489105265936396,0.1373806666749153,0.303567519113034,0.3403544514853491,0.0359417629499347,0.0853493963656371,0.9819407868640976,52.80429355759379,1.2669124547554296,0.3383311871683234,0.0185958512217021,0.0112424302742463,15.324475577582504
13,0.010562820486073,0.0330325554593979,0.4757641640832418,0.1277585422172775,0.0333177608690297,0.0405671952548884,0.9340680553754912,34.14025293940695,1.382472490840632,0.1304858439104488,0.0273597286181007,0.0328741972042446,16.389213567289687
14,0.0041507950934912,0.0046021489170828,0.4596388373210051,0.1167629608327534,0.0245911584407673,0.0294547308437452,0.9958560657511164,48.74598822127219,1.4350654051361966,0.1244911749469144,0.0204294979359252,0.0255316071289824,21.49878282680314
15,0.1866352656076814,0.2532448343372543,0.398136031201908,0.4004485772439234,0.0943071164696386,0.1860382754509093,0.7747817605858327,103.1885311037204,1.1654093821583114,0.3977975701668041,0.0075084096294292,0.0110985727687886,52.02534769033012
16,0.0014703709860684,0.0037990362946141,0.1627323876912487,0.2183054536807946,0.0456636178760399,0.131864524290698,0.8611247055579297,37.365217270737816,1.0008109351252084,0.1992798989893176,0.0230461581239703,0.084159863808967,6.06115035815843
17,0.0417593167818904,0.1386911135488898,0.1417535729532516,0.2181483642885452,0.0213040234889451,0.0895982899969515,0.9785707523227566,168.96813568322318,1.1145328738383398,0.2049369352865025,0.0057914514376684,0.0284567482714225,23.476346642789096
18,0.1968192899047387,0.2266710344269202,1.1178813954762683,0.8081586692586463,0.0120256408701723,0.0054177101029239,0.3478169135710633,16.50122036543622,1.4446200550837882,0.7867648293283019,0.0210782539635436,0.0220626107798578,52.03481955430105
19,0.0096098451472796,0.0177097104056143,0.6058586123723307,0.1879777829031198,0.0379754637982672,0.0295852477325269,0.7014714598838974,21.839221417860536,1.2752102706175938,0.1889435324674968,0.0321198016386344,0.0211249706832848,17.862464319941186
20,0.113751432925563,0.2124500117858959,0.7054344994260815,0.7967045025690144,0.1203125717449777,0.1912656133595731,0.8414646362081756,11.431146704910988,1.4732875673524266,0.7181663462153971,0.0736115682818303,0.2125960521309974,8.583201606644817
21,0.0456190306079014,0.1385623670262882,0.2634416637990581,0.2543092665624051,0.0483931799881384,0.084930771254215,0.869137580612638,27.692244441579337,1.1011936489809535,0.2411533197179105,0.0313855954307425,0.0266466170106449,7.393712471709682
22,0.0021795506075855,0.0048317330327646,0.3373598789464203,0.5637614407205758,0.020069120182283,0.0311250879509052,0.8071675554288905,34.246621458495696,1.1209581734948728,0.5315132422442905,0.0235692608804379,0.0457472019568209,13.313553600928673
23,0.0276946178416027,0.0968925992735297,0.3454900574850554,0.5088068335825081,0.0193740590434543,0.0385391582671541,0.7347813522127804,32.819539204360325,1.0578828762197316,0.4722866253836284,0.0223885334781043,0.0460389972502445,14.431562671263796
24,0.0133867297224908,0.0213327010816323,0.6101355730989885,0.2419468620782042,0.001839339449608,0.0021380679784351,0.7107483185701137,512.2703102538437,1.3194964438620689,0.2416872699496927,0.0013874478070335,0.0016238303151225,438.7538920065596
25,0.0691916431482502,0.1638533038706954,0.5757591690674227,0.6481214672523684,0.0222105617569129,0.0956346480258979,0.4278385440590877,98.26133997593274,0.9992436248944156,0.6439857900220383,0.0043540882320949,0.0063141344328164,131.23415291021828
26,0.0052855789266152,0.0129878917176847,0.4358054472782932,0.7130559801438909,0.0484696900156646,0.0766175552328341,0.8395304981054318,8.996122929815794,1.1820145774283155,0.5369320311395619,0.093321367955409,0.1832127433818741,3.669942766875541
27,0.0119303921510804,0.0129440081690314,0.5660149997115373,0.0248430375668104,0.0682214486784719,0.095082572275675,0.954434002924965,15.225628150324896,1.4577629844636104,0.0641795382516209,0.0626860181728921,0.0826491641269673,8.029365976802524
28,0.0739583900237912,0.0022720739970953,1.5792281346009511,0.0060953989528622,0.0357967895520234,0.0483780367635402,0.6962122601251458,10.06188649490871,2.206247380028761,0.0883881848856314,0.069193014697336,0.0944835838384938,21.823519708005318
29,0.1637067952111349,0.2585535860654636,0.593527955944165,0.4181068690492638,0.1729025150330753,0.2108035335953012,0.9852281360342516,31.66391189170072,1.5476409177256585,0.4084545524515726,0.0311151742527582,0.0458954450112086,18.07519305926918
