dataset,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.mean.relative,best_node.sd,best_node.sd.relative,c1,c2,can_cor.mean,can_cor.sd,cat_to_num,ch,class_conc.mean,class_conc.sd,class_ent,cls_coef,cohesiveness.mean,cohesiveness.sd,conceptvar.mean,conceptvar.sd,cor.mean,cor.sd,cov.mean,cov.sd,density,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.mean.relative,elite_nn.sd,elite_nn.sd.relative,eq_num_attr,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,hubs.mean,hubs.sd,impconceptvar.mean,impconceptvar.sd,inst_to_attr,int,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.mean.relative,linear_discr.sd,linear_discr.sd.relative,lsc,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,naive_bayes.mean,naive_bayes.mean.relative,naive_bayes.sd,naive_bayes.sd.relative,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,nre,ns_ratio,num_to_cat,one_itemset.mean,one_itemset.sd,one_nn.mean,one_nn.mean.relative,one_nn.sd,one_nn.sd.relative,p_trace,pb,random_node.mean,random_node.mean.relative,random_node.sd,random_node.sd.relative,range.mean,range.sd,roy_root,sc,sd.mean,sd.sd,sd_ratio,sil,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t1.mean,t1.sd,t2,t3,t4,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,two_itemset.mean,two_itemset.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,vdb,vdu,w_lambda,wg_dist.mean,wg_dist.sd,worst_node.mean,worst_node.mean.relative,worst_node.sd,worst_node.sd.relative
2,0.1736161455180117,0.1204636203001367,3.0655042918917124,1.483123835552066,0.0023940627244433,0.7395172856929767,6.0,0.0339486607090458,3.0,0.9999906975135884,2.5791580871459278e-05,0.6214788661381924,,0.0,755.130095608386,0.0417216905096453,0.0525070917868346,0.9999906975135884,0.9976279883555084,1381.6192841752454,34.06849354686242,0.4469226514342982,0.0876139568036378,0.6180890260384997,0.2793839152809648,0.0330949942296221,0.0333852445120931,0.8694214210826117,0.1012370412328661,0.183460486844238,0.6964212362167683,2.0,0.0449785667669669,5.0,5.249583361178158,0.7845144994535678,0.0979556150408349,0.2844149426819107,,0.0331065817608517,,0.928417524539143,,0.915728992099593,,0.5,0.0025392869805597,0.2146112485379648,0.2347682558382987,0.7874667500865636,0.1561491191900997,0.1842138399497324,0.9921684657666414,0.0133460101183972,656.4701340675126,70.93982021535916,417.7,1.4093227405142454,0.4730999999999999,0.4054515178579719,3.875005453624473,1.4010125526967276,7.262806104551084,24.129134262829595,0.1296195527134727,,0.206128800574575,,0.2566435240603304,,709.0,12.7574047954866,3.6496021036940047,0.001410437235543,0.0036795524393359,20509943.197962224,205455707.64150557,0.5,0.0069813081358333,0.6292906868688787,0.7701639645221621,7.0,0.0386564751186333,4.0,0.9961288057329576,0.1280966399999999,0.1601660952600642,1.16735,0.6255472293209451,0.3678923868805362,0.1965013941385652,0.26505,0.2647489848894609,0.0135,0.0275580196030927,0.1904895357808284,0.0927797557168214,0.4089059133349293,0.4267505627758793,0.1258534740479081,0.2777112760354321,0.4479238290790348,0.2614316495092171,0.4394671535025652,0.7347331704014779,5.0,0.0497744775862773,6.0,708.0,70.8,0.1694996408905913,26.22222222222222,27.333176985168848,70.8,46.494444112531696,10.0,3.0,0.0,2.0,0.6666666666666667,1.0,4177.0,0.0,10.0,7.0,0.6931407325677168,15.09277002710947,,0.0847457627118644,0.1041177191837499,0.7220468601195599,4.0,0.025596889918539,1.0,0.3862359810564132,-0.2034859147165242,0.7060026619852443,3.0,0.0564332209702622,7.0,1.1538499999999998,0.63526027255676,0.6292906868688787,0.0,0.2634800056984691,0.1880169254496956,,0.1513424752533631,0.6468332982566813,1.024701009900814,0.1537341560505677,0.238934002569151,0.0181818181818181,0.0749612465897268,0.0023940627244433,0.000718218817333,0.3,0.3300370961308336,0.2048041926613393,11.76711362032463,3.897082377315641,0.0379033754043055,0.0575725397084846,0.0100045037496577,0.0233523710168959,0.1603960396039604,0.1323122639031778,0.101237041232866,0.1086595671112309,0.0999999999999999,0.1212041045704088,2.28185907278281,4.276272118709008e-10,0.6137640189435868,0.8074390433350159,0.084334000366423,0.599708558512042,1.0,0.0261779026687817,2.0
4,0.0420988763058187,0.1257020864987821,0.8310509543537012,0.2489431648555526,0.26,1.0,6.5,0.0,1.5,0.7219280948873623,0.5294117647058824,1.0,,0.0,6.954022651017839,0.1016251951271547,0.2717879628620501,0.7219280948873623,1.0,7.25,0.0,0.2693091248333885,0.212015600375729,0.1121896889591212,0.1638163975867763,256.47668759811614,715.4237989863283,1.0,21771878.571397163,78499623.95578428,1.0,6.5,0.0,1.5,8.108745469690033,0.8941121108315423,0.2717043174333653,0.3800433479766432,,0.0,,0.0,,0.0,,0.5,0.4242640687119285,86.06028295952652,310.2947629915126,14811.225042197726,4.805457538125156,17.3263235557752,0.98,0.1414213562373095,2.2,1.6667516985111477,3.8461538461538463,21041.607445639384,689.3269230769231,2484.8026694467594,1.4639482493983649,0.3173100861960917,0.2828505566204048,2.046159630286583,0.0,,0.0,,0.0,,2.0,1.0,0.0,0.5,0.4242640687119285,4.0,0.0,0.5,0.0,inf,0.8,4.0,0.1333333333333333,5.0,0.8992,182.24575384615383,656.6510024831704,6334.307692307692,22835.0656279059,695.3861538461541,2506.3490486148,126.23076923076924,454.8310865669719,0.2307692307692307,0.8320502943378437,0.0890307998426986,0.1958079902991098,0.36,0.4953260869713355,0.0112722503420251,0.26,0.4430874976934521,0.0,0.0,0.92,5.0,0.2529822128134703,6.0,1.0,0.0769230769230769,0.02,1.0,,1.0,,13.0,12.0,0.0,2.0,0.0128205128205128,1.0,50.0,0.0,13.0,11.0,0.5004024235381879,8.33442085011051,,0.4814814814814814,0.2684958630780529,0.6199999999999999,1.0,0.2573367875415838,7.0,1.0,-0.2547428603855476,0.76,2.5,0.1264911064067351,3.5,6334.076923076923,22834.233577611554,inf,1.0,1294.5136599961045,4665.917812724958,,0.3746846575454827,1.3145367173346163,0.6549604967848561,0.4521193092621663,0.1358449460143418,0.02,0.0,0.26,0.02,0.0769230769230769,221.2948717948718,797.5895664143253,0.6666666666666666,0.5773502691896258,0.5,,0.5,0.0,0.5,0.1373349755975806,21771878.571397163,78499623.90849973,0.0769230769230769,0.2773500981126146,2.040533548863284,1.0130934428196116e-07,0.0,1.8108640737483144,0.0224341170095083,0.76,2.5,0.1264911064067351,3.5
5,0.0227271707644398,0.0302029616456518,0.9095814510679888,0.622375773102057,0.0231578947368421,0.871586879432624,4.0,0.0062618823887939,2.0,0.5530919600687172,0.7115756893962322,0.5714318947962496,,0.0,2.9081918699342806,0.0367614874402714,0.0311042594740346,0.5530919600687172,0.8215898604540623,87.0,0.0,0.2019137747705061,0.2285011670108711,0.0909090909090911,0.1213698468757368,0.0145761411584196,0.0194601442248016,0.9809993337774816,2.8787878787878785,9.016436156244684,0.2989361702127659,1.0,0.3152872627610287,7.0,19.0526539923696,0.9629912813091716,0.0308060355004468,0.1882107650658716,,0.0,,0.8,,0.8,,0.5,0.5254919868607395,0.7208133495331951,2.390667424280907,1.313475573394524,0.4868656931448489,1.614750827457771,0.9720315480317734,0.0364118119915265,18.410526315789475,20.566166111868604,43.18181818181818,6.888120794971345,0.9090909090909092,3.015113445777636,1.4336437567751548,0.6297703663259767,0.1044629403173002,0.4373542022877567,0.0794573380940786,,0.0652631578947368,,0.0673684210526316,,49.0,7.285714285714286,2.4664414311581235,0.0204081632653061,0.0412191944495267,3244.0277500277502,6556.28984781375,0.5,0.0144307506364601,0.484856858952119,0.9454343971631208,7.0,0.0296404153231497,4.0,0.9467656509695292,0.6739090909090909,2.235103597354962,2.636363636363636,5.427204202399745,1.0909090909090908,2.9548111768620835,0.9090909090909092,3.015113445777636,0.0909090909090909,0.3015113445777636,0.0290296543615511,0.0177416003196002,0.1326315789473684,0.1390519212589917,0.1997014145605179,0.0989473684210526,0.2989061411050592,0.0989473684210526,0.2989061411050592,0.7873670212765959,2.0,0.0528501698488926,5.0,48.0,4.363636363636363,0.1010526315789473,3.692307692307693,2.562050460881394,4.8,9.647106647418523,11.0,10.0,0.0,2.0,0.0,1.0,475.0,0.0,11.0,10.0,0.3833741327120051,30.332837785099503,,0.4074074074074074,0.3079293702077857,0.8737145390070922,6.0,0.0756135892940707,6.0,0.326534410390432,-0.0147544039855218,0.871586879432624,4.0,0.0062618823887939,2.0,2.5454545454545454,5.125692857821981,0.484856858952119,0.0,0.8624743073890592,1.5324550703592603,,0.0171568020480918,1.3593324107681666,0.4508395571887271,0.4581894898350594,0.1351712251535332,0.0081967213114754,0.0271187560037206,0.0231578947368421,0.0042105263157894,0.1818181818181818,0.9090909090909092,3.015113445777636,6.371134020618556,2.7169206973339093,0.0739482048476729,0.0781914605447657,0.0864307637117346,0.0991788578661815,0.5,0.1814005397916795,2.8787878787878785,9.016079742711437,0.0909090909090909,0.1160971933732769,7.601918145866163,2.1864165295566354e-06,0.673465589609568,1.4871998947792635,0.0255184318905835,0.871586879432624,4.0,0.0062618823887939,2.0
6,0.0227271707644398,0.0302029616456518,0.9095814510679888,0.622375773102057,0.0231578947368421,0.865336879432624,4.0,0.0096477907768862,2.0,0.5702873371274225,0.6959373934353272,0.6149990603913461,,0.0,1.3190899496534425,0.0430180317838996,0.0318255146912063,0.5702873371274225,0.8199411699636394,87.0,0.0,0.207289516861517,0.2255994507327171,0.0909090909090911,0.1213698468757368,0.0145761411584196,0.0194601442248016,0.9809193870752831,2.8787878787878785,9.016436156244684,0.725354609929078,1.0,0.2362552337396488,7.0,16.610842884628884,0.9570293491484184,0.0318948639238079,0.1613572987960325,,0.0,,0.8,,0.64,,0.5,0.5165601117299621,0.7208133495331951,2.390667424280907,0.868216742979264,0.4868656931448489,1.614750827457771,0.973273345533516,0.0373347504437058,19.001052631578947,20.4553951918566,43.18181818181818,6.76851427588664,0.9090909090909092,3.015113445777636,1.4455365546604624,0.6325560145047534,0.1044629403173002,0.4373542022877567,0.0594059392818761,,0.0505263157894736,,0.0652631578947368,,48.0,7.125,2.4375170484946618,0.0208333333333333,0.0529829072803754,3064.484892884893,6497.803550895441,0.5,0.0883883476483184,0.6082958325180986,0.949290780141844,7.0,0.0415303211570414,5.0,0.9321396121883656,0.6739090909090909,2.235103597354962,2.636363636363636,5.427204202399745,1.0909090909090908,2.9548111768620835,0.9090909090909092,3.015113445777636,0.0909090909090909,0.3015113445777636,0.0343322335349488,0.0179848651974787,0.1263157894736842,0.1327696221736573,0.1924261589029669,0.0778947368421052,0.2682884285231358,0.0757894736842105,0.2649400017557053,0.7369237588652482,2.0,0.0215662841496833,4.0,47.0,4.2727272727272725,0.0989473684210526,3.615384615384616,2.7549489268847784,4.7,9.967168326282268,11.0,10.0,0.0,2.0,0.0,1.0,475.0,0.0,11.0,10.0,0.3952930598389119,25.493512289029216,,0.4074074074074074,0.3079293702077857,0.907136524822695,6.0,0.0473515703420843,6.0,0.3782238442822386,0.0006594194231337,0.865336879432624,4.0,0.0096477907768862,2.0,2.5454545454545454,5.125692857821981,0.6082958325180986,0.0,0.8624743073890592,1.5324550703592603,,-0.0002553788118493,1.3593324107681666,0.4508395571887271,0.4581894898350594,0.1351712251535332,0.010204081632653,0.0733154727063537,0.0231578947368421,0.0042105263157894,0.1818181818181818,0.9090909090909092,3.015113445777636,6.2105263157894735,2.6931541930009946,0.0736903936943774,0.080158091459815,0.0897369384765625,0.0960969317816278,0.5,0.1814005397916795,2.8787878787878785,9.016079742711437,0.0909090909090909,0.1056673149727388,11.388793243309731,2.0991394098777096e-06,0.6217761557177613,1.4871998947792635,0.0255184318905835,0.865336879432624,4.0,0.0096477907768862,2.0
7,0.0227271707410837,0.0302029616633881,0.9090209954395604,0.6205169520709176,0.0244444444444444,0.8777777777777779,5.0,0.011712139482105,1.5,0.5357150195407703,0.7268154668343287,0.5490990763137671,,0.0,2.317461948535674,0.0340340418460084,0.028529185248048,0.5357150195407703,0.7973142536818967,82.5,0.0,0.1956906955102542,0.2295977283577542,0.0909090909090911,0.1213698468757368,0.0145778497671593,0.0194624253341938,0.983192279138827,2.5981980157926703,8.085803642132904,0.5844444444444444,2.0,0.2844000736997776,7.0,19.737834902599417,0.9658110668078356,0.0283391703099693,0.1997811145438905,,0.0,,0.8,,0.64,,0.5,0.5342584568965025,0.6866530785551641,2.277370622709911,1.1695772521689414,0.4681868485188873,1.5528001083161098,0.9746058705180668,0.0397601994740378,16.82888888888889,19.518022092463177,40.90909090909091,6.531731558260411,0.8181818181818182,2.7136021011998723,1.4175944859228444,0.6275381335436724,0.1036661440688268,0.4374809215028531,0.0835018856468675,,0.0733333333333333,,0.0866666666666666,,55.0,7.672727272727273,3.2719602543007618,0.0181818181818181,0.0470649103942037,25014.13921242157,85671.60821594927,0.5,0.1157083823759805,0.4316593041864545,0.9222222222222224,7.0,0.0282065670587552,3.0,0.9407555555555556,0.6065181818181817,2.011593237619466,2.5454545454545454,5.125692857821981,1.0454545454545452,2.804055504573202,0.8636363636363636,2.864357773488755,0.0909090909090909,0.3015113445777636,0.0271415290574863,0.016933700420818,0.1466666666666666,0.1564788030895121,0.2086265703581746,0.0888888888888888,0.2849000310914548,0.0955555555555555,0.2943079577021998,0.5799999999999998,1.0,0.0821187203076479,4.0,54.0,4.909090909090909,0.12,3.176470588235294,3.1071549309144344,5.4,11.500724614852173,11.0,10.0,0.0,2.0,0.0,1.0,450.0,0.0,11.0,10.0,0.3713293553783009,32.49188594033277,,0.4074074074074074,0.3080126537527231,0.8777777777777779,5.0,0.1022383240136464,5.0,0.3015097956086322,-0.0102069031520744,0.8044444444444444,3.0,0.2360628127797841,6.0,2.4545454545454546,4.824181513244217,0.4316593041864545,0.0,0.8362139590215719,1.445281513610118,,0.0123002941700214,1.3590934352794932,0.4507602979857249,0.4583923871228993,0.1343034942439927,0.0125,0.0854089378800143,0.0244444444444444,0.0044444444444444,0.1818181818181818,0.8636363636363636,2.864357773488755,6.752293577981652,3.46719003341737,0.0576894190187755,0.0858235779541534,0.0819599498401988,0.0881792322926924,0.5,0.1814834955117288,2.5981980157926707,8.085406112223971,0.0909090909090909,0.1133688888651464,8.157249683200035,2.689096606844585e-06,0.6984902043913677,1.4883543459633393,0.025619934872326,0.8777777777777779,5.0,0.011712139482105,1.5
8,0.305850140676988,0.3628272849145599,1.1870614880338883,0.4543328977235199,0.0602409638554216,0.7194444444444444,4.0,0.1553239015840517,4.5,0.9948631079048572,0.014125108100317,0.7006936972693599,,0.0,4.259090663618681,0.2868302524190894,0.1549343999345206,0.9948631079048572,0.8845639950803198,23.67168674698795,1.2449150909209443,0.2846665243788159,0.2467453817991094,0.4997175596331217,0.2773350996153225,4.598501322362621,6.009035036883623,0.8527769615045548,1151.8700558330884,2575.158557353281,0.5902777777777778,1.0,0.1111593259587312,1.0,4.399974303686846,0.7055082265945041,0.1379361136227297,0.2086737861855657,,0.8444444444444444,,0.9518072289156626,,0.9518072289156626,,0.5,0.0596355116663353,24.553642776428816,54.903614343341495,33.83940809420586,19.09205699909938,42.69113728028686,0.937192772379951,0.090566370297761,9.283132530120485,2.782518677302749,16.6,89.53755240207207,26.3,56.57251983074468,1.9558180236637128,0.5668424240320049,-1.8039503270627344,0.295721166743864,0.1616161615844851,,0.1927710843373493,,0.2289156626506023,,25.0,5.52,1.710750322714179,0.0399999999999999,0.0451767066488016,306.74285714285713,254.8996690265432,0.5,0.0282842712474619,0.9645271516287056,0.7194444444444444,4.0,0.1661256651619923,7.0,0.9399041950936275,19.86684,44.42360473811192,60.8,133.7168650544874,29.814457831325303,65.54916278681634,28.0,61.49390213671596,6.0,13.41640786499874,0.2261065722750329,0.1128880860036883,0.4578313253012048,,,0.2289156626506024,0.4226888726289972,0.216867469879518,0.4146168601952344,0.7194444444444444,4.0,0.1553239015840517,4.5,24.0,4.8,0.2891566265060241,3.0,1.1952286093343936,6.0,10.0,5.0,4.0,0.0,2.0,0.2,1.0,83.0,0.0,5.0,0.0,0.6895865582873564,4.250008772809856,,0.4166666666666667,0.1385621535260396,0.6416666666666667,2.0,0.1521169772245857,3.0,0.4909716573930054,-0.0276862444155679,0.8041666666666666,7.0,0.13441083397855,2.0,54.8,120.30045718948868,0.9645271516287056,0.0,15.574704460440458,33.71384427803778,,0.0344440425198268,0.0048366311326908,0.2969483199420495,0.3958962446767324,0.2191485127774184,0.0555555555555555,0.0643049962701227,0.0602409638554216,0.0120481927710843,0.2,29.88627450980392,65.7098193096748,4.653061224489796,2.0160917266682428,0.1330744897890706,0.128632303412656,0.1575,0.1207294587643863,0.5,0.231021615189933,1151.870055833088,2575.1064786098536,0.2,0.2186717846349226,3.768860874177586,0.0,0.5090283426069946,0.4242767761031957,0.1917260787869041,0.7944444444444445,6.0,0.1626048253223347,6.0
9,0.0215741405285218,0.0154758989264633,2.893956600653236,0.3830779801999197,0.0832342449464922,0.7810224089635854,4.0,0.1605049383513896,6.0,0.955846502312438,0.1142441976724034,0.9509756634363185,,0.0,144.76430127774063,0.0218821544404432,0.0207038740260196,0.955846502312438,1.0,168.19010107015458,20.445254775060977,0.4566806982903951,0.1119157015686346,0.1484238902503684,0.1155462716416945,5.460666436075887,13.537410787282724,1.0,50.91796848584858,174.72117591653253,0.69890756302521,3.0,0.1693435920384422,7.0,8.425085512389197,0.8983504892672848,0.1290847639879691,0.024295547530637,,3.8576587480137373e-13,,0.7752675386444708,,0.0,,0.5,0.1740441185560229,4.390547753420648,13.163716628685128,47.229367566815775,4.016060453824013,12.316659200292657,0.9988109393579072,0.0344827586206896,73.89997027348394,22.43795759081761,12.014285714285714,86.13456765100446,7.1571428571428575,6.868613163578967,3.736350663710683,0.3859540294461703,2.3253142913452103,3.630128984082674,0.0,,0.0,,0.0,,26.0,6.038461538461538,2.5842719552054767,0.0384615384615384,0.1081864548603497,877.9636363636364,1423.2630529641322,0.5,0.1087856586440842,9.455298170940717,0.9928711484593836,7.0,0.0100316901517055,2.0,0.9261750280298778,4.998479999999997,4.579578569485074,34.4,30.42758092848362,10.12524205877357,13.369742790633518,9.2,12.729743784208472,0.8285714285714286,3.4261205871120057,0.1134524392549907,0.1155874226748271,0.0118906064209274,0.436245448934695,0.0260001319451542,0.0035671819262782,0.0596547452930408,0.0035671819262782,0.0596547452930408,0.9774229691876752,5.0,0.0259681139051394,4.0,25.0,0.3571428571428571,0.0297265160523186,2.272727272727273,1.4206272622267313,1.3888888888888888,0.6076849889141857,70.0,0.0,0.0,2.0,0.0078674948240165,1.0,841.0,1.0,70.0,68.0,0.6625423081259516,24.508103833262727,,0.125,0.0551760034222416,0.9821428571428572,6.0,0.0258698508142962,3.0,0.9043547124481458,-0.2014791076942089,0.6954761904761905,2.0,0.0968673471444673,5.0,33.57142857142857,28.01737112732257,9.455298170940717,0.0,5.356526083946353,4.748442575873746,,0.1319871109345117,1.110728918783191,0.680273120614929,0.0488234358962868,0.0284087312033846,0.0048780487804878,0.0516537331588187,0.0832342449464922,0.0392390011890606,0.4714285714285714,9.431145685997173,12.958362044555528,5.176470588235294,2.77637088554783,0.1148396771457129,0.1318003565589775,0.1529822716346154,0.1207488448465484,0.2188448667577171,0.0599311411597129,50.91796848584856,124.96869779446948,0.0142857142857142,0.0683337202675323,2.146557047553629,1.1424971364382547e-06,0.0956452875518542,1.8982971096848251,0.1356694845952083,0.6230672268907563,1.0,0.0056143077327291,1.0
10,0.0004154935435795,0.0,0.2726169893766091,0.418639620329282,1.1,0.8200000000000001,5.0,0.1751190071541826,6.0,1.0,0.0,1.0,,0.0,20.04747050594493,0.0323247817138703,0.0514638820921975,1.0,1.0,12.245,0.0247435829652696,0.5075614745423196,0.0044139887333003,0.0338499023042095,0.054376636223335,2.092338436995808,43.7662491721028,1.0,199.61372313882,1155.6669481808124,0.76,4.0,0.1264911064067351,2.5,23.85583055273401,0.9659139774925266,0.0644068015838461,0.187183388862527,,0.0,,0.38,,0.0,,0.5,0.0,,,112.60129217861756,,,0.98,0.1414213562373095,6.245,0.0247435829652696,0.9090909090909092,137.1643810512144,2.9086590909090906,11.782998288235635,1.2306985159120416,0.3552986358857659,39.84386371667906,10.711094543737635,0.0,,0.0,,0.0,,6.0,2.833333333333333,0.983192080250175,0.1666666666666666,0.1769369002403587,16.666666666666668,5.8878405775518985,0.5,0.2357022603955158,4503599627370495.0,0.86,6.0,0.1646545204697129,5.0,0.8744000000000001,2.19750972,8.980470297798309,6.7305090909090906,21.28662651357936,-0.2171229090909088,9.101834540667074,-0.0126272727272726,7.003037251937204,-11.981309090909091,61.71594030984718,0.0419184734645675,0.0935982083707487,0.24,0.4956121875933543,0.007209235579211,0.14,0.3505098327538656,0.0,0.0,0.72,3.0,0.1932183566158591,7.0,5.0,0.0909090909090909,0.1,1.25,0.5,1.25,0.5,55.0,50.0,0.0,2.0,0.0026936026936026,1.0,50.0,0.0,55.0,55.0,0.6931471805599453,5.503504704364874,,0.4782608695652176,0.4530951274379466,0.8600000000000001,7.0,0.1646545204697129,4.0,0.9999999999999998,-0.2184637547670186,0.4800000000000001,1.0,0.1032795558988644,1.0,18.711818181818185,73.66694253570543,4503599627370495.0,0.0,3.5329671312482533,13.80569706032466,,0.2428810372067776,6.053673449903545,2.050289488592271,0.4453305440914769,0.1419078636983458,0.02,0.0,1.1,0.06,0.0545454545454545,0.1379939393939393,6.713422641065864,2.1818181818181817,1.2504544628399563,0.2250678929757294,0.1912918265893657,0.3958333333333333,0.1228990100312718,0.4992295839753468,0.4074477216157685,199.6137231388201,1109.0737596842994,0.0181818181818181,0.0920569403324017,1.2070979869277394,7.472961091094482e-05,2.2204460492503185e-16,1.535517692904332,0.0730483534712081,0.56,2.0,0.1264911064067351,2.5
11,0.0028807301740444,0.0085177542542877,0.3213796896636607,0.3948729768003754,0.1205479452054794,0.8385885885885885,4.0,0.038682893326456,2.0,0.5977108006800617,0.6697852286002416,0.6957571766806552,,0.0,200.0491714307801,0.0023864831550411,0.0114222243235414,0.5977108006800617,1.0,50.5527397260274,0.1394505532317029,0.2474234015360301,0.2510667504014722,0.0262442018835541,0.0276389812579402,0.4815656627539393,3.789417176225935,1.0,15203.022675954186,100845.1555200891,0.8436186186186185,5.5,0.0494217951429981,3.5,76.73352737268918,0.991270521239726,0.0534688038855508,0.117203283919561,,0.3310961968680089,,0.2684931506849315,,0.1890410958904109,,0.5,0.5017552228145639,206.6962591250781,1371.0678741759152,1381.873914393928,205.8210023187221,1365.2620773321396,0.9972602739726028,0.0523423922590213,12.627397260273971,12.734515190446269,8.295454545454545,1419.3168102730374,26.15909090909091,173.51977880450292,0.9113010556448974,0.3480618702055679,20.34259763157993,9.736272091222387,0.0399244999924066,,0.0465753424657534,,0.0547945205479452,,31.0,8.935483870967742,3.57710761995375,0.032258064516129,0.1268618585618836,6468.683716283715,9209.448373839066,0.5,0.0228098961673079,0.9382776752820938,0.8256006006006007,3.0,0.1910762019975922,5.0,0.9411296678551324,20.082490909090907,133.2121744023557,244.4090909090909,1614.5932502139242,207.59458281444572,1376.718156368234,209.5,1389.6657871589125,162.1590909090909,1075.641721781171,0.0077894346988249,0.0484625557752609,0.1534246575342465,0.494668970335353,0.0052326712382629,0.0958904109589041,0.294845068350947,0.0876712328767123,0.2832043904675018,0.5677927927927928,1.0,0.221884649339307,7.0,30.0,0.6818181818181818,0.0821917808219178,2.142857142857143,1.231455852429764,1.5,1.3954814298487213,44.0,43.0,0.0,2.0,0.0,1.0,365.0,0.0,44.0,43.0,0.4143015562816121,40.25840989618157,,0.4731182795698924,0.4491220002575341,0.8436186186186185,5.5,0.0494217951429981,3.5,0.4840780489026364,-0.4095624293121501,0.7927177177177176,2.0,0.1933974508503585,6.0,82.25,538.9515284327525,0.9382776752820938,0.0,18.788232656582394,123.26951937911912,17.660592135137687,0.400947080465032,4.539713748101,1.2997127784696332,0.4872993450002378,0.0751350078850143,0.0051020408163265,0.0330724070450097,0.1205479452054794,0.0027397260273972,0.0227272727272727,208.9554794520548,1386.0538464625663,8.098360655737705,3.627234566593798,0.0724799108055569,0.1151457133293081,0.0801056892641129,0.1339153379210301,0.5,0.3992700716634873,15203.022675954177,100845.15234015456,0.0227272727272727,0.0871290339290918,0.6316287388629376,2.6860332811565544e-08,0.5159219510973636,1.9475473192506856,0.0144680647608887,0.8548798798798798,7.0,0.0118548379925867,1.0
12,0.0143556351507781,0.0230768118904012,0.303567519113034,0.3403544514853491,1.6666666666666667,,2.0,,2.0,0.9819407868640976,0.0486486486486487,,,0.0,,0.0359417629499347,0.0853493963656371,0.9819407868640976,200000001.0,inf,,,,,,,,1.0178571428571428,,,,3.0,,3.0,52.80429355759379,,,,,,,0.0,,0.0,,0.5,0.111648439134718,,,,,,,,,,0.6,,,,1.2669124547554296,0.3383311871683234,,,,,,,,,,,,,,,,,,,,4.0,,4.0,1.0,,,,,,,,,,,0.0185958512217021,0.0112424302742463,0.0,,,,,,,,5.0,,5.0,,,,,,,,95.0,91.0,0.0,2.0,0.0051511758118701,,57.0,3.0,95.0,87.0,0.6806294878916634,15.324475577582504,,0.4999999999999999,0.4386271222943464,,6.0,,6.0,,,0.5799999999999998,1.0,0.0740370277731452,1.0,,,,0.0,,,,,,,0.470408285323699,0.0990797751704338,1.0,,1.6666666666666667,,,16521.745563909768,149363.0559304085,,,,,,,0.5000840006720054,0.3823791626188637,,,,,,,,,,,7.0,,7.0
