1821.0,269.0
1822.0,321.0
1823.0,585.0
1824.0,871.0
1825.0,1475.0
1826.0,2921.0
1827.0,3928.0
1828.0,5943.0
1829.0,4950.0
1830.0,2577.0
1831.0,523.0
1832.0,98.0
1833.0,184.0
1834.0,279.0
1835.0,409.0
1836.0,2285.0
1837.0,2685.0
1838.0,3409.0
1839.0,1824.0
1860.0,409.0
1841.0,151.0
1842.0,45.0
1843.0,68.0
1844.0,213.0
1845.0,546.0
1846.0,1033.0
1847.0,2129.0
1848.0,2536.0
1849.0,957.0
1850.0,361.0
1851.0,377.0
1852.0,225.0
1853.0,360.0
1854.0,731.0
1855.0,1638.0
1856.0,2725.0
1857.0,2871.0
1858.0,2119.0
1859.0,684.0
1860.0,299.0
1861.0,236.0
1862.0,245.0
1863.0,552.0
1864.0,1623.0
1865.0,3311.0
1866.0,6721.0
1867.0,4254.0
1868.0,687.0
1869.0,255.0
1870.0,473.0
1871.0,358.0
1872.0,784.0
1873.0,1594.0
1874.0,1676.0
1875.0,2251.0
1876.0,1426.0
1877.0,756.0
1878.0,299.0
1879.0,201.0
1880.0,229.0
1881.0,469.0
1882.0,736.0
1883.0,2042.0
1884.0,2811.0
1885.0,4431.0
1886.0,2511.0
1887.0,389.0
1888.0,73.0
1889.0,39.0
1890.0,49.0
1891.0,59.0
1892.0,188.0
1893.0,377.0
1894.0,1292.0
1895.0,4031.0
1896.0,3495.0
1897.0,587.0
1898.0,105.0
1899.0,153.0
1900.0,387.0
1901.0,758.0
1902.0,1307.0
1903.0,3465.0
1904.0,6991.0
1905.0,6313.0
1906.0,3794.0
1907.0,1836.0
1908.0,345.0
1909.0,382.0
1910.0,808.0
1911.0,1388.0
1912.0,2713.0
1913.0,3800.0
1914.0,3091.0
1915.0,2985.0
1916.0,3790.0
1917.0,674.0
1918.0,81.0
1919.0,80.0
1920.0,108.0
1921.0,229.0
1922.0,399.0
1923.0,1132.0
1924.0,2432.0
1925.0,3574.0
1926.0,2935.0
1927.0,1537.0
1928.0,529.0
1929.0,485.0
1930.0,662.0
1931.0,1000.0
1932.0,1590.0
1933.0,2657.0
1934.0,3396.0
