2979.0,1.0,7.8408,0,1,0,1
1167.0,9.0,7.8408,0,1,1,0
116.0,29.0,2.9304,0,1,1,0
1118.0,10.0,7.8408,0,1,1,0
3126.0,2.0,7.8408,0,1,0,1
2173.0,9.0,7.8408,0,1,1,0
25.0,25.0,0.0,1,0,0,1
917.0,2.0,7.55,0,1,1,0
2828.0,11.0,7.8408,0,1,0,1
979.0,16.0,7.8408,0,1,0,1
724.0,9.0,7.1082,0,1,0,1
1568.0,25.0,7.8408,0,1,1,0
825.0,16.0,7.55,0,1,1,0
2471.0,4.0,7.8408,0,1,1,0
2867.0,4.0,7.8408,0,1,0,1
1790.0,13.0,7.8408,0,1,1,0
1895.0,12.0,7.8408,0,1,1,0
2580.0,2.0,7.8408,0,1,1,0
665.0,34.0,7.1082,1,0,1,0
1192.0,8.0,7.8408,0,1,1,0
2333.0,5.0,7.8408,0,1,1,0
2298.0,9.0,7.8408,0,1,0,1
620.0,4.0,6.904,0,1,1,0
1789.0,33.0,7.8408,0,1,1,0
2177.0,9.0,7.8408,0,1,1,0
969.0,34.0,7.8408,1,0,1,0
502.0,20.0,6.6132,0,1,1,0
2529.0,4.0,7.8408,0,1,1,0
2202.0,9.0,7.8408,0,1,1,0
2377.0,13.0,7.8408,0,1,0,1
108.0,38.0,2.9304,1,0,1,0
1441.0,25.0,7.8408,0,1,0,1
1140.0,34.0,7.8408,0,1,1,0
308.0,45.0,5.3856,0,1,1,0
881.0,9.0,7.55,0,1,1,0
2200.0,9.0,7.8408,0,1,1,0
1269.0,2.0,7.8408,0,1,1,0
1865.0,8.0,7.8408,0,1,1,0
774.0,25.0,7.55,0,1,1,0
2861.0,9.0,7.8408,0,1,0,1
1875.0,13.0,7.8408,0,1,1,0
3111.0,1.0,7.8408,0,1,0,1
2842.0,9.0,7.8408,0,1,0,1
1268.0,4.0,7.8408,0,1,1,0
752.0,25.0,7.55,0,1,0,1
410.0,12.0,5.9672,0,1,1,0
1330.0,25.0,7.8408,0,1,1,0
2209.0,9.0,7.8408,0,1,1,0
679.0,25.0,7.1082,1,0,1,0
2374.0,18.0,7.8408,0,1,0,1
2646.0,9.0,7.8408,0,1,0,1
1059.0,9.0,7.8408,1,0,0,1
2779.0,18.0,7.8408,0,1,0,1
2271.0,9.0,7.8408,0,1,1,0
2725.0,2.0,7.8408,0,1,1,0
1792.0,16.0,7.8408,0,1,1,0
1281.0,34.0,7.8408,0,1,1,0
1692.0,16.0,7.8408,0,1,1,0
1204.0,30.0,7.8408,0,1,1,0
464.0,17.0,6.3756,0,1,1,0
2760.0,14.0,7.8408,0,1,1,0
59.0,54.0,1.4652,1,0,1,0
205.0,25.0,4.2112,0,1,0,1
1111.0,10.0,7.8408,0,1,1,0
1327.0,25.0,7.8408,0,1,1,0
2408.0,2.0,7.8408,0,1,1,0
561.0,19.0,6.904,0,1,1,0
3059.0,1.0,7.8408,0,1,0,1
1515.0,14.0,7.8408,1,0,1,0
1910.0,12.0,7.8408,0,1,1,0
628.0,8.0,6.904,0,1,1,0
2620.0,4.0,7.8408,0,1,0,1
703.0,9.0,7.1082,0,1,1,0
1685.0,9.0,7.8408,1,0,1,0
578.0,26.0,6.904,0,1,1,0
2970.0,2.0,7.8408,0,1,0,1
954.0,2.0,7.55,0,1,0,1
1080.0,10.0,7.8408,0,1,1,0
2021.0,14.0,7.8408,0,1,1,0
1847.0,13.0,7.8408,0,1,1,0
1663.0,9.0,7.8408,0,1,1,0
1530.0,9.0,7.8408,0,1,1,0
605.0,18.0,6.904,0,1,1,0
2560.0,4.0,7.8408,0,1,1,0
814.0,17.0,7.55,0,1,1,0
611.0,5.0,6.904,0,1,1,0
1660.0,16.0,7.8408,0,1,1,0
